ENSECAT00000013004.1	SYCE1
ENSECAT00000011068.1	TLE4
ENSECAT00000019292.1	PSAT1
ENSECAT00000013187.1	CEP78
ENSECAT00000019416.1	GNAQ
ENSECAT00000021781.1	GNA14
ENSECAT00000022743.1	VPS13A
ENSECAT00000029556.1	7SK
ENSECAT00000014680.1	PRUNE2
ENSECAT00000021431.1	GCNT1
ENSECAT00000008169.1	PCSK5
ENSECAT00000021038.1	OSTF1
ENSECAT00000007524.1	NMRK1
ENSECAT00000014654.1	C9orf41
ENSECAT00000017244.1	ANXA1
ENSECAT00000026225.1	RORB
ENSECAT00000017252.1	TRPM6
ENSECAT00000017340.1	TRPM6
ENSECAT00000028359.1	U6
ENSECAT00000021328.1	ALDH1A1
ENSECAT00000025451.1	TMC1
ENSECAT00000025518.1	ZFAND5
ENSECAT00000000254.1	GDA
ENSECAT00000022042.1	C9orf85
ENSECAT00000022063.1	ABHD17B
ENSECAT00000023128.1	TMEM2
ENSECAT00000009560.1	TRPM3
ENSECAT00000009675.1	TRPM3
ENSECAT00000028567.1	eca-mir-204b-2
ENSECAT00000026889.1	KLF9
ENSECAT00000027014.1	SMC5
ENSECAT00000016920.1	MAMDC2
ENSECAT00000023186.1	C9orf135
ENSECAT00000023310.1	PTAR1
ENSECAT00000000320.1	APBA1
ENSECAT00000013107.1	FAM189A2
ENSECAT00000018292.1	TJP2
ENSECAT00000020287.1	FXN
ENSECAT00000021469.1	PIP5K1B
ENSECAT00000003000.1	FAM122A
ENSECAT00000010301.1	TMEM252
ENSECAT00000011233.1	PGM5
ENSECAT00000027552.1	Y_RNA
ENSECAT00000013338.1	DOCK8
ENSECAT00000017225.1	KANK1
ENSECAT00000025062.1	DMRT3
ENSECAT00000025286.1	DMRT2
ENSECAT00000026315.1	SMARCA2
ENSECAT00000026404.1	SMARCA2
ENSECAT00000026435.1	SMARCA2
ENSECAT00000026449.1	SMARCA2
ENSECAT00000029567.1	7SK
ENSECAT00000024225.1	VLDLR
ENSECAT00000017405.1	KCNV2
ENSECAT00000017413.1	KCNV2
ENSECAT00000018521.1	KIAA0020
ENSECAT00000011715.1	RFX3
ENSECAT00000021941.1	GLIS3
ENSECAT00000011544.1	SLC1A1
ENSECAT00000023402.1	SPATA6L
ENSECAT00000000286.1	CDC37L1
ENSECAT00000011745.1	AK3
ENSECAT00000016989.1	RCL1
ENSECAT00000027281.1	eca-mir-101-2
ENSECAT00000010434.1	JAK2
ENSECAT00000013545.1	RLN
ENSECAT00000015669.1	PLGRKT
ENSECAT00000017256.1	CD274
ENSECAT00000021880.1	PDCD1LG2
ENSECAT00000028557.1	U6
ENSECAT00000007239.1	RIC1
ENSECAT00000019780.1	ERMP1
ENSECAT00000009262.1	MLANA
ENSECAT00000006211.1	RANBP6
ENSECAT00000010828.1	IL33
ENSECAT00000010878.1	IL33
ENSECAT00000006250.1	TPD52L3
ENSECAT00000014975.1	UHRF2
ENSECAT00000015073.1	UHRF2
ENSECAT00000005695.1	GLDC
ENSECAT00000027224.1	7SK
ENSECAT00000011347.1	PTPRD
ENSECAT00000029362.1	U6
ENSECAT00000028312.1	U6
ENSECAT00000027912.1	U6
ENSECAT00000028524.1	SNORA70
ENSECAT00000010239.1	TYRP1
ENSECAT00000008515.1	LURAP1L
ENSECAT00000009095.1	MPDZ
ENSECAT00000029486.1	SNORA31
ENSECAT00000026549.1	NFIB
ENSECAT00000015124.1	ZDHHC21
ENSECAT00000015595.1	CER1
ENSECAT00000016814.1	FREM1
ENSECAT00000016849.1	FREM1
ENSECAT00000026431.1	TTC39B
ENSECAT00000029027.1	TTC39B
ENSECAT00000006713.1	SNAPC3
ENSECAT00000013750.1	PSIP1
ENSECAT00000009954.1	CCDC171
ENSECAT00000028436.1	U6
ENSECAT00000018527.1	BNC2
ENSECAT00000021463.1	CNTLN
ENSECAT00000010406.1	SH3GL2
ENSECAT00000017209.1	ADAMTSL1
ENSECAT00000011659.1	SAXO1
ENSECAT00000015759.1	HAUS6
ENSECAT00000029291.1	SCARNA8
ENSECAT00000026587.1	PLIN2
ENSECAT00000000697.1	DENND4C
ENSECAT00000000778.1	DENND4C
ENSECAT00000029808.1	SNORD112
ENSECAT00000016957.1	RPS6
ENSECAT00000018040.1	ACER2
ENSECAT00000021477.1	SLC24A2
ENSECAT00000025395.1	MLLT3
ENSECAT00000005193.1	FOCAD
ENSECAT00000027811.1	eca-mir-491
ENSECAT00000028518.1	SNORA30
ENSECAT00000000355.1	HACD4
ENSECAT00000006631.1	IFN-OMEGA2
ENSECAT00000006710.1	IFN-ALPHA2
ENSECAT00000006903.1	IFND1
ENSECAT00000001107.1	IFNA1
ENSECAT00000001956.1	IFN-OMEGA2
ENSECAT00000002928.1	IFND2
ENSECAT00000003304.1	IFNA1
ENSECAT00000004195.1	IFNE
ENSECAT00000028190.1	eca-mir-31
ENSECAT00000019595.1	CDKN2A
ENSECAT00000019630.1	CDKN2A
ENSECAT00000020238.1	DMRTA1
ENSECAT00000021774.1	ELAVL2
ENSECAT00000029450.1	U6
ENSECAT00000029670.1	U6
ENSECAT00000014724.1	IZUMO3
ENSECAT00000019344.1	CAAP1
ENSECAT00000021340.1	PLAA
ENSECAT00000022787.1	IFT74
ENSECAT00000017361.1	LRRC19
ENSECAT00000027229.1	eca-mir-872
ENSECAT00000018137.1	TEK
ENSECAT00000022313.1	EQTN
ENSECAT00000022990.1	MOB3B
ENSECAT00000022996.1	IFNK
ENSECAT00000023692.1	C9orf72
ENSECAT00000004415.1	LINGO2
ENSECAT00000028559.1	eca-mir-876
ENSECAT00000027369.1	eca-mir-873
ENSECAT00000016500.1	ACO1
ENSECAT00000023725.1	DDX58
ENSECAT00000004538.1	TOPORS
ENSECAT00000004593.1	TMEM215
ENSECAT00000013423.1	APTX
ENSECAT00000011049.1	DNAJA1
ENSECAT00000022765.1	SMU1
ENSECAT00000010087.1	CHMP5
ENSECAT00000012966.1	B4GALT1
ENSECAT00000027457.1	U6
ENSECAT00000019100.1	BAG1
ENSECAT00000022795.1	NFX1
ENSECAT00000022633.1	AQP3
ENSECAT00000008600.1	NOL6
ENSECAT00000024031.1	UBE2R2
ENSECAT00000025829.1	UBAP2
ENSECAT00000029711.1	SNORD121A
ENSECAT00000029696.1	SNORD121A
ENSECAT00000024810.1	DCAF12
ENSECAT00000004952.1	UBAP1
ENSECAT00000011099.1	KIF24
ENSECAT00000011893.1	NUDT2
ENSECAT00000004660.1	KIAA1161
ENSECAT00000011937.1	C9orf24
ENSECAT00000013149.1	FAM219A
ENSECAT00000029371.1	7SK
ENSECAT00000018217.1	DNAI1
ENSECAT00000004729.1	ENHO
ENSECAT00000006636.1	CNTFR
ENSECAT00000002228.1	RPP25L
ENSECAT00000013854.1	DCTN3
ENSECAT00000020188.1	ARID3C
ENSECAT00000021036.1	SIGMAR1
ENSECAT00000008606.1	GALT
ENSECAT00000013993.1	CCL19
ENSECAT00000022310.1	SPTLC1
ENSECAT00000024015.1	ROR2
ENSECAT00000002269.1	NFIL3
ENSECAT00000009140.1	AUH
ENSECAT00000010223.1	SYK
ENSECAT00000002808.1	DIRAS2
ENSECAT00000025158.1	GADD45G
ENSECAT00000010574.1	SEMA4D
ENSECAT00000010602.1	SEMA4D
ENSECAT00000017002.1	SECISBP2
ENSECAT00000025483.1	SHC3
ENSECAT00000002872.1	S1PR3
ENSECAT00000026819.1	NXNL2
ENSECAT00000026893.1	SPIN1
ENSECAT00000026961.1	CDK20
ENSECAT00000011525.1	ZNF169
ENSECAT00000028491.1	eca-let-7d
ENSECAT00000027672.1	eca-let-7f
ENSECAT00000012693.1	PTPDC1
ENSECAT00000018897.1	BARX1
ENSECAT00000019597.1	PHF2
ENSECAT00000011672.1	FAM120A
ENSECAT00000021815.1	WNK2
ENSECAT00000021827.1	WNK2
ENSECAT00000014910.1	NINJ1
ENSECAT00000015855.1	C9orf89
ENSECAT00000016220.1	SUSD3
ENSECAT00000028156.1	5S_rRNA
ENSECAT00000016890.1	FGD3
ENSECAT00000016975.1	FGD3
ENSECAT00000017009.1	FGD3
ENSECAT00000011248.1	BICD2
ENSECAT00000015787.1	IPPK
ENSECAT00000020472.1	CENPP
ENSECAT00000020997.1	ECM2
ENSECAT00000029803.1	snoU2_19
ENSECAT00000007366.1	ASPN
ENSECAT00000014934.1	OMD
ENSECAT00000018996.1	OGN
ENSECAT00000023845.1	NOL8
ENSECAT00000029541.1	SNORA84
ENSECAT00000025590.1	IARS
ENSECAT00000025604.1	IARS
ENSECAT00000010344.1	ZNF484
ENSECAT00000028221.1	7SK
ENSECAT00000003277.1	VSX1
ENSECAT00000013931.1	ENTPD6
ENSECAT00000024169.1	PYGB
ENSECAT00000006611.1	ABHD12
ENSECAT00000028821.1	GINS1
ENSECAT00000020967.1	NINL
ENSECAT00000025792.1	ACSS1
ENSECAT00000015405.1	APMAP
ENSECAT00000029234.1	U6
ENSECAT00000000211.1	CST7
ENSECAT00000006450.1	SYNDIG1
ENSECAT00000010955.1	CST9L
ENSECAT00000012528.1	CST8
ENSECAT00000017175.1	CST11
ENSECAT00000020833.1	CSTL1
ENSECAT00000023653.1	NAPB
ENSECAT00000011768.1	GZF1
ENSECAT00000017144.1	CD93
ENSECAT00000005118.1	THBD
ENSECAT00000029113.1	FOXA2
ENSECAT00000020059.1	NKX2-2
ENSECAT00000020663.1	XRN2
ENSECAT00000017569.1	KIZ
ENSECAT00000027238.1	U6
ENSECAT00000021582.1	RALGAPA2
ENSECAT00000029003.1	INSM1
ENSECAT00000023884.1	CRNKL1
ENSECAT00000013158.1	NAA20
ENSECAT00000016226.1	RIN2
ENSECAT00000020814.1	SLC24A3
ENSECAT00000004362.1	SCP2D1
ENSECAT00000027064.1	DTD1
ENSECAT00000027094.1	SEC23B
ENSECAT00000001814.1	RBBP9
ENSECAT00000010403.1	POLR3F
ENSECAT00000018325.1	DZANK1
ENSECAT00000018370.1	DZANK1
ENSECAT00000015981.1	ZNF133
ENSECAT00000018646.1	CSRP2BP
ENSECAT00000008017.1	OVOL2
ENSECAT00000013178.1	MGME1
ENSECAT00000027211.1	SNORD17
ENSECAT00000018594.1	SNX5
ENSECAT00000015046.1	BANF2
ENSECAT00000015982.1	RRBP1
ENSECAT00000016001.1	RRBP1
ENSECAT00000016014.1	RRBP1
ENSECAT00000021304.1	DSTN
ENSECAT00000022472.1	BFSP1
ENSECAT00000002741.1	PCSK2
ENSECAT00000018362.1	OTOR
ENSECAT00000019675.1	SNRPB2
ENSECAT00000008226.1	KIF16B
ENSECAT00000002411.1	FLRT3
ENSECAT00000006083.1	SEL1L2
ENSECAT00000011494.1	NDUFAF5
ENSECAT00000020494.1	ESF1
ENSECAT00000020543.1	ESF1
ENSECAT00000004783.1	TASP1
ENSECAT00000010928.1	ISM1
ENSECAT00000012562.1	SPTLC3
ENSECAT00000000733.1	BTBD3
ENSECAT00000014473.1	JAG1
ENSECAT00000019651.1	SLX4IP
ENSECAT00000020756.1	MKKS
ENSECAT00000024793.1	SNAP25
ENSECAT00000012569.1	ANKEF1
ENSECAT00000021562.1	PAK7
ENSECAT00000009636.1	LAMP5
ENSECAT00000013778.1	PLCB4
ENSECAT00000013806.1	PLCB4
ENSECAT00000029323.1	U6
ENSECAT00000022663.1	PLCB1
ENSECAT00000029248.1	SNORD112
ENSECAT00000007637.1	TMX4
ENSECAT00000010779.1	HAO1
ENSECAT00000022668.1	BMP2
ENSECAT00000000319.1	FERMT1
ENSECAT00000021896.1	LRRN4
ENSECAT00000025571.1	CRLS1
ENSECAT00000025772.1	TRMT6
ENSECAT00000016759.1	MCM8
ENSECAT00000016616.1	CHGB
ENSECAT00000016684.1	CHGB
ENSECAT00000004530.1	C20orf196
ENSECAT00000024913.1	GPCPD1
ENSECAT00000010501.1	PROKR2
ENSECAT00000012970.1	CDS2
ENSECAT00000013658.1	PCNA
ENSECAT00000013794.1	TMEM230
ENSECAT00000015857.1	SLC23A2
ENSECAT00000025417.1	RASSF2
ENSECAT00000004746.1	PRND
ENSECAT00000004895.1	PRNP
ENSECAT00000005054.1	ADRA1D
ENSECAT00000006399.1	SMOX
ENSECAT00000006406.1	SMOX
ENSECAT00000018434.1	RNF24
ENSECAT00000018679.1	PANK2
ENSECAT00000027419.1	eca-mir-103
ENSECAT00000026520.1	MAVS
ENSECAT00000027070.1	AP5S1
ENSECAT00000027092.1	CDC25B
ENSECAT00000005131.1	CENPB
ENSECAT00000019092.1	SPEF1
ENSECAT00000022931.1	C20orf27
ENSECAT00000002660.1	HSPA12B
ENSECAT00000015016.1	SIGLEC1
ENSECAT00000015036.1	SIGLEC1
ENSECAT00000015053.1	SIGLEC1
ENSECAT00000025540.1	ADAM33
ENSECAT00000015332.1	GFRA4
ENSECAT00000017910.1	ATRN
ENSECAT00000019252.1	C20orf194
ENSECAT00000019406.1	C20orf194
ENSECAT00000021861.1	SLC4A11
ENSECAT00000014855.1	ITPA
ENSECAT00000021685.1	DDRGK1
ENSECAT00000005195.1	FASTKD5
ENSECAT00000026647.1	UBOX5
ENSECAT00000026810.1	AVP
ENSECAT00000007640.1	OXT
ENSECAT00000008787.1	MRPS26
ENSECAT00000011903.1	PTPRA
ENSECAT00000014926.1	VPS16
ENSECAT00000017399.1	PCED1A
ENSECAT00000022298.1	TMEM239
ENSECAT00000022640.1	CPXM1
ENSECAT00000010842.1	EBF4
ENSECAT00000000496.1	IDH3B
ENSECAT00000022905.1	NOP56
ENSECAT00000027903.1	SNORD57
ENSECAT00000027992.1	SNORD56
ENSECAT00000027877.1	SNORD86
ENSECAT00000027350.1	SNORA51
ENSECAT00000028534.1	SNORD110
ENSECAT00000011026.1	TMC2
ENSECAT00000012498.1	SNRPB
ENSECAT00000021102.1	TGM6
ENSECAT00000025564.1	TGM3
ENSECAT00000000202.1	STK35
ENSECAT00000007299.1	PDYN
ENSECAT00000024564.1	SIRPB2
ENSECAT00000024574.1	SIRPB2
ENSECAT00000024599.1	SIRPB2
ENSECAT00000007007.1	NSFL1C
ENSECAT00000020257.1	SDCBP2
ENSECAT00000024607.1	SNPH
ENSECAT00000025198.1	RAD21L1
ENSECAT00000025445.1	C20orf202
ENSECAT00000000810.1	TMEM74B
ENSECAT00000025813.1	PSMF1
ENSECAT00000002409.1	RSPO4
ENSECAT00000009786.1	ANGPT4
ENSECAT00000018413.1	FAM110A
ENSECAT00000021329.1	SLC52A3
ENSECAT00000002442.1	TCF15
ENSECAT00000018391.1	TBC1D20
ENSECAT00000019525.1	RBCK1
ENSECAT00000000503.1	TRIB3
ENSECAT00000002891.1	NRSN2
ENSECAT00000000852.1	ZCCHC3
ENSECAT00000004025.1	C20orf96
ENSECAT00000010184.1	DEFB129
ENSECAT00000012296.1	DEFB128
ENSECAT00000012301.1	DEFB126
ENSECAT00000012451.1	DEFB125
ENSECAT00000016610.1	DEFB123
ENSECAT00000017938.1	DEFB124
ENSECAT00000018193.1	REM1
ENSECAT00000020743.1	HM13
ENSECAT00000020797.1	HM13
ENSECAT00000014305.1	ID1
ENSECAT00000015217.1	COX4I2
ENSECAT00000018124.1	BCL2L1
ENSECAT00000020073.1	TPX2
ENSECAT00000011562.1	MYLK2
ENSECAT00000000963.1	FOXS1
ENSECAT00000018333.1	DUSP15
ENSECAT00000019890.1	TTLL9
ENSECAT00000019893.1	TTLL9
ENSECAT00000009698.1	PDRG1
ENSECAT00000013899.1	XKR7
ENSECAT00000014948.1	CCM2L
ENSECAT00000019564.1	HCK
ENSECAT00000000511.1	TM9SF4
ENSECAT00000008497.1	PLAGL2
ENSECAT00000010722.1	POFUT1
ENSECAT00000015369.1	KIF3B
ENSECAT00000023626.1	ASXL1
ENSECAT00000026591.1	NOL4L
ENSECAT00000007932.1	COMMD7
ENSECAT00000013478.1	DNMT3B
ENSECAT00000013483.1	DNMT3B
ENSECAT00000010624.1	MAPRE1
ENSECAT00000019933.1	SUN5
ENSECAT00000019944.1	SUN5
ENSECAT00000024579.1	BPIFB2
ENSECAT00000000561.1	BPIFB6
ENSECAT00000013692.1	BPIFB3
ENSECAT00000018427.1	BPIFB4
ENSECAT00000000284.1	BPIFA2
ENSECAT00000010122.1	LATH
ENSECAT00000021967.1	BPIFA3
ENSECAT00000011025.1	CDK5RAP1
ENSECAT00000022243.1	SNTA1
ENSECAT00000027053.1	CBFA2T2
ENSECAT00000013112.1	NECAB3
ENSECAT00000001056.1	ACTL10
ENSECAT00000025589.1	E2F1
ENSECAT00000026921.1	PXMP4
ENSECAT00000000346.1	ZNF341
ENSECAT00000008526.1	CHMP4B
ENSECAT00000013005.1	RALY
ENSECAT00000013043.1	RALY
ENSECAT00000020858.1	EIF2S2
ENSECAT00000004772.1	ASIP
ENSECAT00000022181.1	AHCY
ENSECAT00000017728.1	ITCH
ENSECAT00000018743.1	PIGU
ENSECAT00000010358.1	MAP1LC3A
ENSECAT00000011483.1	TP53INP2
ENSECAT00000011813.1	NCOA6
ENSECAT00000002306.1	GGT7
ENSECAT00000018074.1	ACSS2
ENSECAT00000023385.1	GSS
ENSECAT00000018068.1	MYH7B
ENSECAT00000027584.1	eca-mir-499
ENSECAT00000020432.1	TRPC4AP
ENSECAT00000012317.1	EDEM2
ENSECAT00000026279.1	PROCR
ENSECAT00000026723.1	MMP24
ENSECAT00000011013.1	EIF6
ENSECAT00000011331.1	FAM83C
ENSECAT00000012218.1	UQCC1
ENSECAT00000020569.1	GDF5
ENSECAT00000022806.1	CEP250
ENSECAT00000022820.1	CEP250
ENSECAT00000012526.1	C20orf173
ENSECAT00000013208.1	ERGIC3
ENSECAT00000023460.1	SPAG4
ENSECAT00000004589.1	CPNE1
ENSECAT00000023404.1	RBM12
ENSECAT00000012803.1	ROMO1
ENSECAT00000014472.1	RBM39
ENSECAT00000027867.1	U6
ENSECAT00000026813.1	PHF20
ENSECAT00000027256.1	U6
ENSECAT00000001237.1	SCAND1
ENSECAT00000012422.1	CNBD2
ENSECAT00000018648.1	EPB41L1
ENSECAT00000018655.1	EPB41L1
ENSECAT00000009144.1	AAR2
ENSECAT00000012206.1	DLGAP4
ENSECAT00000012290.1	DLGAP4
ENSECAT00000012575.1	DLGAP4
ENSECAT00000012590.1	DLGAP4
ENSECAT00000007656.1	MYL9
ENSECAT00000010633.1	TGIF2
ENSECAT00000011343.1	TGIF2-C20orf24
ENSECAT00000014845.1	SLA2
ENSECAT00000017782.1	NDRG3
ENSECAT00000017783.1	NDRG3
ENSECAT00000014778.1	DSN1
ENSECAT00000020856.1	SOGA1
ENSECAT00000008917.1	TLDC2
ENSECAT00000009592.1	SAMHD1
ENSECAT00000026234.1	RBL1
ENSECAT00000011984.1	MROH8
ENSECAT00000012010.1	MROH8
ENSECAT00000020083.1	RPN2
ENSECAT00000011647.1	GHRH
ENSECAT00000011701.1	MANBAL
ENSECAT00000012692.1	SRC
ENSECAT00000017541.1	BLCAP
ENSECAT00000017955.1	NNAT
ENSECAT00000018620.1	CTNNBL1
ENSECAT00000013674.1	VSTM2L
ENSECAT00000014490.1	TTI1
ENSECAT00000019331.1	RPRD1B
ENSECAT00000007145.1	TGM2
ENSECAT00000018613.1	KIAA1755
ENSECAT00000023871.1	BPI
ENSECAT00000015529.1	LBP
ENSECAT00000028257.1	SNORA71
ENSECAT00000027573.1	SNORA71
ENSECAT00000029240.1	SNORA71
ENSECAT00000027492.1	SNORA71
ENSECAT00000027752.1	SNORA71
ENSECAT00000027696.1	SNORA71
ENSECAT00000028172.1	SNORA71
ENSECAT00000006536.1	RALGAPB
ENSECAT00000029667.1	snoU13
ENSECAT00000021125.1	ADIG
ENSECAT00000021333.1	ARHGAP40
ENSECAT00000024584.1	SLC32A1
ENSECAT00000026718.1	ACTR5
ENSECAT00000009171.1	PPP1R16B
ENSECAT00000013800.1	FAM83D
ENSECAT00000015014.1	DHX35
ENSECAT00000026619.1	MAFB
ENSECAT00000001865.1	TOP1
ENSECAT00000023225.1	PLCG1
ENSECAT00000017317.1	ZHX3
ENSECAT00000018205.1	LPIN3
ENSECAT00000011100.1	EMILIN3
ENSECAT00000012578.1	CHD6
ENSECAT00000027676.1	U6
ENSECAT00000028458.1	U6
ENSECAT00000023231.1	PTPRT
ENSECAT00000027195.1	U1
ENSECAT00000025696.1	SRSF6
ENSECAT00000008285.1	L3MBTL1
ENSECAT00000010485.1	SGK2
ENSECAT00000022340.1	IFT52
ENSECAT00000006544.1	MYBL2
ENSECAT00000011584.1	GTSF1L
ENSECAT00000011825.1	TOX2
ENSECAT00000017678.1	JPH2
ENSECAT00000020011.1	OSER1
ENSECAT00000022517.1	GDAP1L1
ENSECAT00000025439.1	FITM2
ENSECAT00000025609.1	R3HDML
ENSECAT00000026400.1	HNF4A
ENSECAT00000026421.1	HNF4A
ENSECAT00000016197.1	TTPAL
ENSECAT00000019509.1	SERINC3
ENSECAT00000007863.1	PKIG
ENSECAT00000008811.1	ADA
ENSECAT00000015198.1	WISP2
ENSECAT00000016113.1	RIMS4
ENSECAT00000021794.1	YWHAB
ENSECAT00000024818.1	PABPC1L
ENSECAT00000021700.1	TOMM34
ENSECAT00000023629.1	STK4
ENSECAT00000010717.1	KCNS1
ENSECAT00000014615.1	WFDC5
ENSECAT00000014936.1	PI3
ENSECAT00000016990.1	SLPI
ENSECAT00000018534.1	MATN4
ENSECAT00000014322.1	RBPJL
ENSECAT00000021759.1	SDC4
ENSECAT00000022597.1	SYS1
ENSECAT00000025185.1	TP53TG5
ENSECAT00000000414.1	DBNDD2
ENSECAT00000007748.1	PIGT
ENSECAT00000018637.1	WFDC2
ENSECAT00000020282.1	WFDC6
ENSECAT00000020297.1	WFDC6
ENSECAT00000023076.1	WFDC8
ENSECAT00000024349.1	WFDC9
ENSECAT00000024355.1	WFDC10A
ENSECAT00000024363.1	WFDC13
ENSECAT00000024373.1	SPINT4
ENSECAT00000024502.1	WFDC3
ENSECAT00000025003.1	DNTTIP1
ENSECAT00000015457.1	UBE2C
ENSECAT00000021003.1	TNNC2
ENSECAT00000023028.1	SNX21
ENSECAT00000023435.1	ACOT8
ENSECAT00000001514.1	ZSWIM3
ENSECAT00000001375.1	ZSWIM1
ENSECAT00000001682.1	SPATA25
ENSECAT00000001920.1	NEURL2
ENSECAT00000005323.1	CTSA
ENSECAT00000021279.1	PLTP
ENSECAT00000020342.1	PCIF1
ENSECAT00000020385.1	PCIF1
ENSECAT00000025620.1	ZNF335
ENSECAT00000014089.1	MMP9
ENSECAT00000020796.1	SLC12A5
ENSECAT00000016312.1	NCOA5
ENSECAT00000018286.1	CD40
ENSECAT00000026391.1	CDH22
ENSECAT00000027112.1	SLC35C2
ENSECAT00000027113.1	SLC35C2
ENSECAT00000013713.1	ELMO2
ENSECAT00000010537.1	OCSTAMP
ENSECAT00000011088.1	SLC13A3
ENSECAT00000021541.1	SLC2A10
ENSECAT00000023571.1	EYA2
ENSECAT00000016404.1	ZMYND8
ENSECAT00000028934.1	ZMYND8
ENSECAT00000022749.1	NCOA3
ENSECAT00000015564.1	SULF2
ENSECAT00000015862.1	PREX1
ENSECAT00000015883.1	PREX1
ENSECAT00000025931.1	ARFGEF2
ENSECAT00000025974.1	ARFGEF2
ENSECAT00000025979.1	ARFGEF2
ENSECAT00000017084.1	CSE1L
ENSECAT00000013949.1	STAU1
ENSECAT00000022558.1	DDX27
ENSECAT00000008632.1	ZNFX1
ENSECAT00000027876.1	SNORD12
ENSECAT00000027249.1	SNORD12
ENSECAT00000016880.1	KCNB1
ENSECAT00000017605.1	PTGIS
ENSECAT00000023895.1	B4GALT5
ENSECAT00000004336.1	SLC9A8
ENSECAT00000007222.1	SPATA2
ENSECAT00000007411.1	RNF114
ENSECAT00000010038.1	SNAI1
ENSECAT00000012363.1	UBE2V1
ENSECAT00000012403.1	UBE2V1
ENSECAT00000016080.1	TMEM189
ENSECAT00000028816.1	SNORA19
ENSECAT00000021131.1	PTPN1
ENSECAT00000005460.1	FAM65C
ENSECAT00000005516.1	FAM65C
ENSECAT00000009452.1	PARD6B
ENSECAT00000009535.1	ADNP
ENSECAT00000011843.1	DPM1
ENSECAT00000028830.1	MOCS3
ENSECAT00000004352.1	MOCS3
ENSECAT00000018977.1	KCNG1
ENSECAT00000020322.1	NFATC2
ENSECAT00000023315.1	ATP9A
ENSECAT00000019740.1	SALL4
ENSECAT00000019758.1	SALL4
ENSECAT00000019762.1	SALL4
ENSECAT00000023179.1	ZFP64
ENSECAT00000011170.1	TSHZ2
ENSECAT00000012354.1	ZNF217
ENSECAT00000029140.1	ZNF217
ENSECAT00000013888.1	BCAS1
ENSECAT00000017433.1	CYP24A1
ENSECAT00000023664.1	PFDN4
ENSECAT00000024633.1	DOK5
ENSECAT00000025574.1	CBLN4
ENSECAT00000028592.1	U6
ENSECAT00000004522.1	MC3R
ENSECAT00000025646.1	FAM210B
ENSECAT00000025786.1	AURKA
ENSECAT00000009088.1	CSTF1
ENSECAT00000009688.1	CASS4
ENSECAT00000010477.1	RTFDC1
ENSECAT00000017265.1	GCNT7
ENSECAT00000022581.1	TFAP2C
ENSECAT00000004766.1	BMP7
ENSECAT00000013756.1	SPO11
ENSECAT00000017100.1	RAE1
ENSECAT00000007757.1	RBM38
ENSECAT00000028620.1	7SK
ENSECAT00000009417.1	CTCFL
ENSECAT00000014938.1	PCK1
ENSECAT00000018142.1	ZBP1
ENSECAT00000019121.1	PMEPA1
ENSECAT00000024006.1	C20orf85
ENSECAT00000024018.1	ANKRD60
ENSECAT00000013401.1	RAB22A
ENSECAT00000013948.1	VAPB
ENSECAT00000016719.1	APCDD1L
ENSECAT00000016785.1	APCDD1L
ENSECAT00000019946.1	STX16
ENSECAT00000023994.1	NPEPL1
ENSECAT00000027714.1	eca-mir-296
ENSECAT00000026245.1	GNAS1
ENSECAT00000017565.1	NELFCD
ENSECAT00000026952.1	CTSZ
ENSECAT00000027091.1	TUBB1
ENSECAT00000000477.1	SLMO2
ENSECAT00000004264.1	ZNF831
ENSECAT00000006244.1	EDN3
ENSECAT00000008448.1	PHACTR3
ENSECAT00000017158.1	SYCP2
ENSECAT00000004619.1	PPP1R3D
ENSECAT00000004645.1	FAM217B
ENSECAT00000022157.1	CDH26
ENSECAT00000028509.1	U11
ENSECAT00000024638.1	TAF4
ENSECAT00000025315.1	CDH4
ENSECAT00000011148.1	LSM14B
ENSECAT00000014955.1	PSMA7
ENSECAT00000019592.1	SS18L1
ENSECAT00000021932.1	MTG2
ENSECAT00000022008.1	MTG2
ENSECAT00000008259.1	HRH3
ENSECAT00000010959.1	OSBPL2
ENSECAT00000015221.1	ADRM1
ENSECAT00000025452.1	LAMA5
ENSECAT00000014569.1	CABLES2
ENSECAT00000016242.1	RBBP8NL
ENSECAT00000017463.1	GATA5
ENSECAT00000028138.1	eca-mir-1-2
ENSECAT00000027499.1	eca-mir-133a-2
ENSECAT00000017760.1	SLCO4A1
ENSECAT00000020495.1	NTSR1
ENSECAT00000022423.1	MRGBP
ENSECAT00000028942.1	OGFR
ENSECAT00000023326.1	OGFR
ENSECAT00000025116.1	COL9A3
ENSECAT00000004341.1	TCFL5
ENSECAT00000007345.1	DIDO1
ENSECAT00000012386.1	GID8
ENSECAT00000012955.1	SLC17A9
ENSECAT00000029525.1	HAR1A
ENSECAT00000020708.1	YTHDF1
ENSECAT00000021544.1	BIRC7
ENSECAT00000022335.1	KCNQ2
ENSECAT00000022494.1	KCNQ2
ENSECAT00000022497.1	KCNQ2
ENSECAT00000027117.1	EEF1A2
ENSECAT00000009664.1	PPDPF
ENSECAT00000010172.1	PTK6
ENSECAT00000011418.1	SRMS
ENSECAT00000004769.1	C20orf195
ENSECAT00000014661.1	HELZ2
ENSECAT00000020633.1	GMEB2
ENSECAT00000022709.1	STMN3
ENSECAT00000024093.1	RTEL1
ENSECAT00000024131.1	RTEL1
ENSECAT00000024159.1	RTEL1
